price,make,model,year,mileage,engine_size,horsepower,fuel,transmission,drive_type,color,city,seller_type,doors,owners,accident,condition,service_history,trim,tuv_months,consumption_l_per_100km
11990.58,BMW,4er,2019,146841,4.0,300,petrol,automatic,front,white,Bonn,private,4,1,no,good,full,base,3.6,12.4
7440.14,Mercedes-Benz,EQS,2010,232437,2.0,180,petrol,manual,all,blue,Munich,private,4,1,no,fair,partial,base,12.2,7.7
4163.07,Skoda,Kodiaq RS,2007,262893,2.0,110,diesel,manual,front,blue,Bonn,dealer,5,6,no,fair,partial,sport,8.0,5.1
34642.15,Mercedes-Benz,GLA,2024,80358,0.0,200,electric,automatic,all,silver,Berlin,dealer,4,2,no,excellent,full,amg,11.5,18.3
29213.46,Mercedes-Benz,CLA,2025,5598,2.0,180,petrol,manual,rear,red,Berlin,private,4,5,no,excellent,full,s_line,9.0,8.7
27228.89,Audi,e-tron,2023,43093,2.0,140,diesel,manual,rear,red,Stuttgart,dealer,5,4,no,excellent,full,s_line,7.6,4.8
4262.78,Ford,Puma,2014,139799,1.6,90,diesel,automatic,all,grey,Essen,dealer,4,6,yes,good,full,sport,5.4,4.6
3314.64,Opel,Corsa,2016,229124,3.0,180,diesel,automatic,all,white,Berlin,private,4,1,yes,fair,partial,sport,6.5,5.9
27685.61,BMW,3er,2023,47065,1.5,100,petrol,automatic,rear,grey,Essen,dealer,4,3,no,excellent,full,sport,3.2,7.1
11199.87,Audi,A1,2022,85295,3.0,210,diesel,automatic,rear,white,Dresden,dealer,5,4,no,excellent,full,base,12.0,5.6
24760.34,Volkswagen,Golf,2022,64698,0.0,150,electric,automatic,front,white,Leipzig,dealer,4,1,no,excellent,full,s_line,3.0,15.8
4060.62,Opel,Grandland,2016,137654,3.0,210,diesel,manual,front,blue,Frankfurt,dealer,5,6,yes,fair,partial,sport,6.8,6.3
15080.85,Seat,Arona,2025,9768,3.0,210,hybrid,automatic,front,black,Duesseldorf,dealer,5,4,no,excellent,full,sport,3.4,5.0
21869.02,Ford,Puma,2024,19117,2.0,140,diesel,automatic,front,black,Hannover,dealer,4,1,no,excellent,full,sport,16.6,6.3
15202.15,Seat,Ibiza,2025,19444,1.5,100,hybrid,automatic,front,silver,Munich,private,4,1,no,excellent,full,sport,7.5,2.9
12036.34,Ford,Mondeo,2021,73791,3.0,220,petrol,automatic,all,white,Muenster,dealer,5,6,no,excellent,full,sport,1.3,10.2
12730.2,Ford,Kuga,2020,78609,2.0,110,diesel,automatic,all,grey,Hannover,dealer,5,2,no,excellent,full,base,4.4,5.3
2264.47,Opel,Crossland,2010,259877,2.0,140,diesel,manual,front,black,Cologne,dealer,5,6,no,fair,full,base,6.0,5.4
11607.97,Mercedes-Benz,A-Klasse,2023,17229,1.6,110,petrol,manual,rear,white,Bonn,dealer,4,6,yes,excellent,partial,s_line,17.7,7.3
10535.02,Opel,Crossland,2023,57295,3.0,220,petrol,automatic,front,white,Stuttgart,dealer,5,5,no,excellent,full,base,18.3,9.1
21309.42,Volkswagen,Golf GTI,2022,79369,1.4,90,petrol,automatic,rear,red,Berlin,dealer,5,1,no,excellent,full,sport,4.6,5.9
12691.87,Opel,Astra,2023,55452,4.0,300,petrol,automatic,front,black,Muenster,private,5,1,no,excellent,full,base,10.0,11.8
21293.54,Audi,Q8,2018,57258,3.0,210,hybrid,manual,all,grey,Hamburg,private,5,3,no,excellent,partial,s_line,10.3,5.5
14717.23,BMW,3er,2018,86868,3.0,210,hybrid,manual,all,silver,Berlin,dealer,4,2,no,excellent,full,m_sport,7.9,5.8
23916.2,Opel,Zafira,2025,15778,1.5,100,hybrid,automatic,rear,red,Dresden,private,5,1,no,excellent,full,base,17.7,3.4
7843.73,Ford,Focus,2020,74472,3.0,210,diesel,automatic,all,red,Hamburg,dealer,5,1,no,excellent,partial,base,0.0,7.3
18007.93,Seat,Tarraco,2025,21866,2.0,180,petrol,automatic,front,white,Dortmund,dealer,4,3,no,excellent,full,base,7.5,7.7
47204.03,Porsche,Cayman,2020,55688,2.0,110,diesel,automatic,front,silver,Essen,private,4,2,no,excellent,full,base,16.0,4.7
11419.72,Audi,A7,2014,145475,2.0,140,diesel,automatic,all,grey,Nuernberg,dealer,4,1,no,good,none,s_line,6.3,5.3
9610.02,Audi,A7,2017,123591,1.6,90,diesel,automatic,all,blue,Dresden,dealer,4,3,no,good,none,s_line,2.1,5.5
9892.79,Skoda,Kodiaq RS,2016,137249,1.6,110,petrol,automatic,front,grey,Essen,private,4,1,no,good,partial,sport,14.4,6.3
17014.33,Volkswagen,T-Roc,2024,24059,2.5,180,hybrid,manual,front,grey,Leipzig,dealer,3,6,no,excellent,full,base,8.6,4.7
18162.85,Skoda,Superb,2024,53284,1.6,110,petrol,manual,all,green,Essen,dealer,4,2,no,excellent,full,sport,0.0,7.8
4803.7,Volkswagen,ID.3,2011,220441,1.6,90,diesel,manual,front,blue,Berlin,dealer,5,4,no,fair,partial,s_line,7.3,3.9
20258.39,Skoda,Superb L&K,2025,6528,3.0,210,diesel,automatic,front,white,Bonn,dealer,4,6,no,excellent,partial,sport,0.0,5.9
8746.26,Opel,Astra,2018,197932,0.0,200,electric,manual,all,red,Duesseldorf,private,4,1,no,good,full,sport,12.4,18.0
89139.5,Porsche,911,2023,32063,4.0,300,petrol,automatic,rear,black,Hannover,private,4,6,no,excellent,full,s_line,4.4,13.2
14552.81,Skoda,Enyaq,2023,50318,1.0,60,petrol,automatic,all,white,Hannover,dealer,4,3,no,excellent,full,base,2.5,5.2
8767.65,Seat,Leon,2020,77781,1.5,100,hybrid,automatic,front,blue,Dresden,dealer,5,3,no,good,partial,sport,10.2,4.4
2074.86,Mercedes-Benz,CLA,2008,211509,3.0,180,diesel,manual,rear,black,Dortmund,dealer,4,6,no,fair,partial,base,3.3,6.2
11796.93,Ford,Mondeo,2016,107197,3.0,180,diesel,automatic,front,black,Muenster,private,5,1,no,good,full,sport,6.8,6.5
24089.27,Volkswagen,Touran,2022,60191,1.5,100,petrol,automatic,all,black,Duesseldorf,private,5,1,no,excellent,full,s_line,15.2,4.9
3900.96,Skoda,Kamiq,2016,170690,1.5,100,hybrid,automatic,all,white,Hannover,dealer,4,6,no,good,none,base,11.6,3.7
5278.39,Opel,Astra,2018,220154,3.0,210,diesel,automatic,front,black,Duesseldorf,private,5,2,no,fair,partial,base,6.7,6.0
3647.63,Seat,Tarraco,2001,350000,3.0,210,diesel,manual,front,grey,Hamburg,dealer,4,1,no,fair,partial,base,5.0,6.5
58355.42,BMW,7er,2024,28417,1.0,60,petrol,automatic,rear,silver,Dresden,dealer,4,2,no,excellent,full,base,10.3,4.2
24106.17,Skoda,Octavia RS,2024,20140,2.5,180,hybrid,manual,front,silver,Dortmund,dealer,4,4,no,excellent,full,base,4.1,3.7
8052.51,Opel,Astra,2021,111053,2.0,140,diesel,manual,front,red,Hamburg,dealer,4,2,no,good,full,sport,11.6,5.6
6800.04,Seat,Ateca,2019,83087,1.6,110,petrol,manual,front,black,Nuernberg,private,4,2,yes,good,full,sport,9.8,5.7
38847.25,BMW,7er,2021,56447,1.4,90,petrol,automatic,front,blue,Essen,private,4,1,no,excellent,full,sport,4.3,7.2
82349.94,Porsche,Cayenne,2024,30130,2.5,180,hybrid,automatic,front,silver,Duesseldorf,dealer,4,6,no,excellent,full,base,5.9,4.6
19213.49,Ford,S-Max,2024,28965,0.0,200,electric,manual,all,black,Bielefeld,dealer,4,1,no,excellent,full,base,0.0,17.5
26278.78,Ford,Mustang,2021,124219,3.0,210,hybrid,manual,front,white,Bielefeld,dealer,4,1,no,excellent,full,base,5.9,6.2
2250.91,Mercedes-Benz,C-Klasse,2004,210079,3.0,210,diesel,automatic,all,white,Dortmund,dealer,3,2,yes,fair,none,amg,3.9,7.6
17512.66,Ford,Puma,2024,17562,3.0,210,diesel,manual,front,black,Bremen,private,4,1,no,excellent,full,base,13.8,8.3
6364.02,Seat,Leon Cupra,2015,115650,4.0,300,petrol,manual,all,red,Leipzig,dealer,4,1,no,good,partial,sport,0.0,11.4
5393.98,BMW,3er,2015,133784,2.0,140,hybrid,automatic,rear,red,Munich,dealer,4,2,no,good,none,sport,0.0,4.9
36132.25,Mercedes-Benz,CLS,2023,71417,1.4,90,petrol,automatic,all,silver,Stuttgart,private,5,2,no,excellent,full,s_line,2.9,5.9
51223.54,Audi,Q7,2024,39489,3.0,210,hybrid,automatic,front,grey,Frankfurt,dealer,4,5,no,excellent,full,s_line,17.4,4.9
21142.19,Opel,Insignia,2025,34124,2.0,180,petrol,automatic,front,grey,Duesseldorf,dealer,5,5,no,excellent,full,sport,18.3,8.1
18690.64,Ford,Mondeo,2023,91785,3.0,210,hybrid,automatic,front,blue,Stuttgart,dealer,4,2,no,excellent,full,base,5.1,5.3
19887.79,Ford,Mondeo,2022,48890,2.0,110,diesel,automatic,front,white,Muenster,dealer,5,1,no,excellent,full,sport,21.0,4.7
25231.32,Seat,Ateca,2025,16986,0.0,100,electric,automatic,front,white,Cologne,dealer,4,2,no,excellent,full,sport,12.2,15.2
3218.84,Seat,Tarraco,2014,305748,1.2,70,petrol,manual,rear,silver,Bremen,dealer,4,5,no,fair,full,base,2.1,5.5
20071.64,Porsche,Panamera,2016,156668,2.0,180,petrol,manual,front,white,Berlin,dealer,5,6,no,good,full,sport,5.8,8.2
109021.89,Porsche,Macan,2025,12659,2.0,140,diesel,automatic,all,black,Frankfurt,private,4,2,no,excellent,full,sport,3.9,5.7
1272.19,Audi,A1,2009,350000,2.0,110,diesel,manual,all,white,Frankfurt,dealer,5,1,no,fair,full,base,1.0,4.2
16954.86,BMW,i4,2021,54215,1.4,90,petrol,manual,all,blue,Hannover,private,5,6,no,excellent,full,base,15.9,5.1
3807.03,Opel,Corsa,2018,116612,1.6,110,petrol,manual,all,red,Frankfurt,dealer,5,4,yes,good,partial,sport,13.2,6.4
6073.12,Ford,S-Max,2019,105333,3.0,210,diesel,manual,all,grey,Leipzig,dealer,5,5,yes,good,none,sport,11.8,6.4
12967.43,Ford,Mustang,2019,115827,1.6,90,diesel,manual,all,black,Hannover,dealer,4,1,no,good,none,base,5.6,4.2
3198.46,BMW,2er,2013,272140,2.5,180,hybrid,automatic,front,white,Dortmund,dealer,4,1,yes,fair,full,sport,11.5,6.2
24727.88,Ford,Focus ST,2022,39337,0.0,150,electric,manual,front,white,Leipzig,private,5,1,no,excellent,full,sport,12.3,15.7
10442.38,Mercedes-Benz,EQS,2015,169666,2.0,140,diesel,automatic,front,red,Bremen,dealer,5,2,no,good,none,base,0.9,6.4
27962.77,Porsche,Panamera,2019,83065,3.0,210,diesel,manual,all,white,Leipzig,private,4,6,no,good,none,sport,1.8,6.8
138096.48,Porsche,911,2024,26889,3.0,210,diesel,manual,rear,black,Frankfurt,private,4,1,no,excellent,full,sport,3.7,7.8
41113.51,Audi,Q5,2024,28618,1.6,110,petrol,manual,rear,black,Frankfurt,dealer,4,3,no,excellent,full,s_line,8.8,7.0
13417.58,Skoda,Octavia RS,2020,81462,3.0,210,hybrid,automatic,front,white,Stuttgart,dealer,4,1,yes,good,full,sport,10.1,6.1
34780.53,Audi,e-tron,2022,39456,2.0,140,hybrid,automatic,rear,grey,Munich,private,4,1,no,excellent,full,sport,12.5,4.5
61763.08,Mercedes-Benz,EQS,2021,96881,0.0,150,electric,automatic,all,white,Duesseldorf,dealer,4,2,no,excellent,partial,s_line,14.3,15.6
2195.26,Seat,Leon,2008,350000,3.0,210,diesel,manual,front,white,Dortmund,dealer,4,5,no,fair,partial,base,0.0,7.0
12483.06,Volkswagen,Tiguan,2022,42413,3.0,180,diesel,manual,all,red,Dortmund,private,4,6,no,excellent,full,sport,0.0,6.1
14319.18,Skoda,Kodiaq,2023,51299,3.0,180,diesel,automatic,front,silver,Cologne,private,4,2,yes,good,full,sport,20.2,7.8
165555.4,Porsche,Taycan,2024,21122,3.0,210,hybrid,automatic,all,white,Muenster,dealer,5,1,no,excellent,full,s_line,0.7,4.8
94057.99,Audi,A7,2025,18631,0.0,250,electric,automatic,all,grey,Hamburg,dealer,4,2,no,excellent,full,s_line,5.2,19.2
172876.37,Porsche,911,2023,27089,0.0,150,electric,automatic,rear,white,Stuttgart,dealer,4,3,no,excellent,full,base,16.2,16.1
128815.09,Porsche,Taycan,2024,19477,3.0,210,hybrid,automatic,front,green,Duesseldorf,dealer,4,2,no,excellent,full,base,7.4,4.0
8951.27,Skoda,Karoq,2019,91320,3.0,210,hybrid,automatic,rear,silver,Bielefeld,private,4,5,no,excellent,full,sport,1.4,6.3
21082.54,Skoda,Superb L&K,2024,32358,3.0,220,petrol,manual,rear,white,Hamburg,private,4,4,no,excellent,full,sport,14.0,10.7
12270.94,Opel,Crossland,2023,19522,1.4,90,petrol,automatic,all,silver,Dresden,dealer,4,4,no,excellent,full,sport,19.1,7.0
24121.18,Ford,S-Max,2024,22904,2.5,180,hybrid,automatic,front,white,Leipzig,dealer,5,1,no,excellent,full,base,10.7,5.0
8198.13,Opel,Zafira,2019,118979,3.0,210,diesel,automatic,front,white,Bonn,dealer,4,1,no,good,partial,sport,7.0,7.5
3098.98,Mercedes-Benz,GLC,2015,350000,3.0,210,diesel,manual,front,blue,Berlin,dealer,5,6,no,fair,none,base,6.7,8.5
10295.7,Volkswagen,ID.4,2021,70940,2.0,110,diesel,automatic,all,green,Hannover,private,5,6,no,good,none,s_line,2.7,5.6
10423.95,Skoda,Kodiaq,2015,179501,0.0,200,electric,automatic,front,silver,Munich,dealer,4,1,no,good,partial,base,8.0,17.6
10120.34,Ford,Kuga,2021,54459,3.0,210,diesel,manual,front,black,Duesseldorf,private,4,4,no,excellent,full,base,10.5,6.7
8295.11,Audi,A4,2017,119671,0.0,150,electric,automatic,front,grey,Duesseldorf,dealer,4,1,no,good,none,base,0.1,15.8
2593.75,Mercedes-Benz,GLA,2008,350000,3.0,210,diesel,manual,all,grey,Duesseldorf,dealer,5,1,no,fair,partial,base,3.3,6.5
13301.89,Opel,Zafira,2022,84343,3.0,210,diesel,automatic,all,grey,Munich,private,4,3,no,excellent,full,sport,3.8,7.6
5115.82,Seat,Leon,2009,175614,3.0,180,diesel,automatic,front,white,Muenster,private,4,3,no,good,partial,sport,9.8,6.7
2357.32,Opel,Corsa,2016,245239,3.0,210,diesel,automatic,front,black,Munich,private,5,2,no,fair,none,sport,4.2,6.3
13905.98,Opel,Insignia,2023,21123,3.0,220,petrol,automatic,rear,grey,Stuttgart,private,5,2,no,excellent,full,base,1.8,9.3
8027.2,Opel,Astra,2019,63543,2.0,180,petrol,automatic,all,silver,Hamburg,private,4,6,no,good,full,sport,15.9,8.5
7579.56,Ford,Kuga,2015,159840,3.0,180,diesel,automatic,rear,white,Duesseldorf,dealer,4,3,no,good,full,base,12.1,6.1
90739.01,Porsche,Cayman,2024,16264,1.6,110,petrol,automatic,rear,black,Bremen,dealer,5,3,no,excellent,full,s_line,16.9,7.4
10918.82,BMW,X5,2015,209352,2.0,110,diesel,automatic,all,silver,Dortmund,private,5,1,no,good,full,base,9.6,4.9
110719.04,Porsche,Cayenne,2024,17205,4.0,300,petrol,automatic,rear,grey,Munich,dealer,4,1,no,excellent,full,s_line,18.4,11.6
43768.03,Porsche,Cayman,2020,86707,3.0,180,diesel,manual,front,grey,Frankfurt,private,5,3,no,excellent,full,sport,19.5,6.5
4239.91,Audi,A3,2015,153509,4.0,300,petrol,manual,all,black,Bonn,private,5,2,no,good,full,base,1.5,12.8
11399.54,Opel,Grandland,2015,73502,0.0,200,electric,manual,front,white,Hannover,dealer,5,1,no,excellent,full,sport,7.8,18.8
3729.79,Ford,Fiesta,2019,167820,3.0,210,diesel,manual,front,grey,Dortmund,dealer,5,4,no,good,full,base,2.2,7.7
18270.02,Skoda,Kodiaq RS,2019,103821,2.0,140,diesel,automatic,all,silver,Hannover,private,5,2,no,excellent,full,sport,3.5,5.3
52907.58,BMW,7er,2022,33906,1.2,70,petrol,automatic,rear,white,Duesseldorf,private,4,2,no,excellent,full,sport,11.4,6.0
15073.39,Opel,Astra,2021,51170,0.0,250,electric,automatic,front,grey,Munich,dealer,5,1,no,excellent,full,base,7.3,20.0
6940.16,Opel,Astra,2021,50426,3.0,210,diesel,manual,front,white,Bremen,dealer,4,6,yes,good,full,sport,10.9,7.8
19461.32,Volkswagen,Golf GTI,2024,36829,3.0,210,hybrid,automatic,rear,white,Essen,private,4,3,yes,good,full,sport,1.7,5.5
5133.2,Seat,Arona,2019,152831,2.0,110,diesel,automatic,front,white,Nuernberg,dealer,4,3,no,good,none,base,6.8,4.9
9036.31,BMW,1er,2021,130178,3.0,180,diesel,automatic,all,white,Bremen,dealer,4,4,no,good,full,base,5.1,7.2
5884.31,Skoda,Superb,2016,166360,1.5,100,hybrid,manual,rear,grey,Dresden,private,4,1,yes,fair,none,base,7.4,4.2
9683.44,Skoda,Karoq,2020,114440,2.0,140,hybrid,manual,front,red,Dresden,dealer,4,2,no,excellent,partial,sport,1.5,4.4
16522.94,Volkswagen,ID.3,2021,96232,0.0,200,electric,automatic,all,black,Essen,dealer,4,1,yes,good,partial,sport,8.4,18.3
3231.1,Mercedes-Benz,GLC,2015,128645,2.0,140,diesel,automatic,all,blue,Hannover,dealer,4,6,yes,fair,partial,base,9.4,4.8
16017.71,Skoda,Enyaq,2023,52454,2.0,180,petrol,automatic,all,white,Hamburg,private,4,5,no,excellent,full,sport,2.9,8.2
25904.82,Skoda,Octavia RS,2022,70174,0.0,200,electric,automatic,rear,white,Munich,dealer,4,1,no,excellent,full,sport,9.0,19.7
13362.49,Skoda,Superb,2023,85705,2.0,180,petrol,manual,front,silver,Stuttgart,dealer,4,3,no,good,full,sport,16.0,8.1
4858.34,Audi,Q5,2016,284000,2.0,110,diesel,automatic,all,grey,Leipzig,dealer,4,1,no,fair,none,s_line,12.7,4.7
2391.53,Seat,Arona,2013,105070,3.0,210,diesel,manual,rear,blue,Hannover,dealer,4,4,yes,fair,none,base,0.0,7.2
1690.48,Volkswagen,Polo,1996,350000,4.0,300,petrol,manual,all,grey,Leipzig,dealer,5,2,no,fair,partial,base,2.6,12.1
3285.26,Seat,Ibiza,2016,125438,3.0,220,petrol,automatic,front,black,Nuernberg,dealer,5,3,yes,good,full,base,1.2,9.2
31983.55,Mercedes-Benz,EQA,2024,26385,1.6,90,diesel,automatic,rear,blue,Munich,dealer,4,1,no,excellent,partial,sport,4.2,5.5
6011.79,Ford,S-Max,2017,181746,3.0,210,diesel,automatic,rear,black,Stuttgart,dealer,4,6,no,good,full,base,2.2,6.6
33982.59,Volkswagen,ID.3,2025,24372,2.5,180,hybrid,manual,front,blue,Bremen,dealer,4,1,no,excellent,full,sport,18.1,4.9
9283.41,Audi,A4,2018,106224,2.0,140,hybrid,automatic,all,red,Nuernberg,private,4,1,yes,good,full,sport,0.0,3.8
7154.95,Ford,Focus ST,2017,144933,2.0,180,petrol,automatic,front,red,Berlin,private,4,6,no,good,partial,sport,9.4,8.2
3207.81,Seat,Ateca,2015,269618,1.4,90,petrol,automatic,front,white,Bielefeld,dealer,4,2,no,fair,none,sport,0.0,5.7
26226.99,BMW,X1,2023,20110,3.0,220,petrol,automatic,all,white,Frankfurt,dealer,4,1,no,excellent,full,sport,5.5,9.0
46816.11,Porsche,Panamera,2019,57546,1.6,110,petrol,automatic,rear,white,Cologne,private,4,6,no,excellent,full,base,4.8,6.8
9811.57,Skoda,Karoq,2023,41563,1.6,110,petrol,manual,all,blue,Hamburg,private,4,6,yes,good,full,base,13.0,6.8
9464.81,Opel,Grandland,2022,79248,2.0,140,hybrid,manual,all,black,Dresden,private,4,5,yes,good,full,sport,10.9,6.0
87310.08,Mercedes-Benz,GLS,2024,23839,3.0,210,diesel,automatic,front,black,Berlin,dealer,4,1,no,excellent,full,base,14.0,6.9
11055.33,Seat,Arona,2024,16488,1.5,100,petrol,automatic,front,blue,Bielefeld,private,4,3,yes,good,full,sport,8.7,5.7
14107.1,Porsche,911,2013,350000,3.0,210,diesel,automatic,all,black,Hamburg,dealer,4,2,no,fair,full,base,2.1,5.5
2804.85,BMW,X5,2007,200124,1.6,90,diesel,manual,all,grey,Duesseldorf,dealer,5,6,yes,fair,none,base,10.0,4.3
13940.31,Volkswagen,ID.3,2020,74998,1.5,100,petrol,automatic,all,white,Stuttgart,private,5,2,no,excellent,full,sport,5.7,5.7
29459.49,Volkswagen,Golf GTI,2025,18241,1.5,100,petrol,automatic,front,red,Bielefeld,dealer,5,1,no,excellent,full,s_line,0.0,7.6
16757.59,Volkswagen,Polo,2023,45267,0.0,250,electric,automatic,front,white,Bremen,private,4,1,no,excellent,partial,s_line,15.3,21.0
14593.27,Opel,Crossland,2022,39750,3.0,210,diesel,automatic,all,black,Hannover,dealer,4,1,no,excellent,full,sport,16.4,5.7
3567.64,Seat,Arona,2016,219116,3.0,180,diesel,automatic,all,red,Stuttgart,private,4,1,no,fair,full,base,0.1,6.3
11809.04,Opel,Zafira,2023,47047,0.0,250,electric,automatic,front,white,Duesseldorf,private,4,6,no,excellent,none,sport,13.2,20.5
27038.44,Volkswagen,Touran,2024,40897,0.0,250,electric,manual,front,silver,Bielefeld,private,4,1,no,excellent,full,base,5.6,19.6
37786.35,BMW,iX,2023,23594,3.0,220,petrol,automatic,all,white,Berlin,dealer,5,6,no,excellent,full,base,4.5,9.7
12419.2,Volkswagen,Golf,2021,125457,1.4,90,petrol,automatic,all,white,Bremen,dealer,4,6,no,excellent,full,s_line,12.7,6.0
11058.97,Volkswagen,T-Cross,2020,179261,2.0,140,diesel,manual,front,white,Bremen,private,4,1,no,good,full,s_line,3.0,5.3
4992.89,Mercedes-Benz,EQA,2016,231142,0.0,150,electric,manual,rear,grey,Frankfurt,dealer,5,1,yes,fair,partial,amg,0.0,15.5
7182.88,Seat,Leon,2016,112938,0.0,250,electric,manual,all,blue,Cologne,private,5,1,no,good,full,base,0.0,19.9
9826.09,BMW,1er,2020,111540,1.6,110,petrol,manual,all,black,Leipzig,dealer,3,1,no,good,full,m_sport,0.0,6.6
6412.89,Opel,Astra,2014,171561,1.5,100,hybrid,automatic,front,blue,Hannover,private,4,1,no,good,full,base,11.8,2.7
35566.97,Porsche,Cayman,2021,95258,1.5,100,petrol,manual,rear,silver,Stuttgart,dealer,4,6,no,good,full,s_line,17.8,6.8
5012.18,Seat,Ateca,2015,187648,3.0,220,petrol,manual,all,red,Munich,dealer,4,3,no,fair,full,base,7.1,9.2
32301.27,Volkswagen,ID.4,2024,21428,1.4,90,petrol,manual,front,blue,Berlin,private,4,1,no,excellent,full,sport,13.2,5.7
10352.52,Mercedes-Benz,GLS,2015,170367,3.0,180,diesel,automatic,all,silver,Munich,dealer,5,4,no,good,none,sport,0.0,6.2
13078.62,Skoda,Kodiaq RS,2021,99544,2.0,110,diesel,manual,front,grey,Berlin,dealer,5,6,no,excellent,full,base,13.5,5.8
13341.35,Ford,Focus,2023,20766,2.5,180,hybrid,manual,all,silver,Bonn,private,4,4,no,excellent,full,base,10.0,4.4
25427.41,Volkswagen,Touran,2024,19142,0.0,250,electric,manual,rear,blue,Dresden,dealer,5,1,no,excellent,full,sport,0.4,20.1
7136.84,Volkswagen,Golf GTI,2015,350000,3.0,180,diesel,automatic,all,white,Hamburg,dealer,4,2,no,fair,partial,base,6.2,6.6
15062.63,Volkswagen,ID.4,2020,34414,2.0,180,petrol,manual,front,grey,Dortmund,dealer,4,6,no,excellent,full,base,13.8,7.3
117536.58,Porsche,Cayman,2025,19121,0.0,250,electric,automatic,all,black,Berlin,private,4,6,no,excellent,full,sport,21.0,19.9
6670.17,Volkswagen,Golf GTI,2008,254764,2.0,140,diesel,automatic,front,black,Nuernberg,dealer,5,1,yes,fair,partial,base,9.9,5.4
19567.56,BMW,5er,2021,69063,4.0,300,petrol,automatic,rear,black,Bonn,dealer,5,5,no,excellent,full,sport,6.7,12.1
52978.7,Porsche,Cayenne,2022,30529,4.0,300,petrol,automatic,rear,white,Hamburg,private,4,6,no,excellent,full,s_line,0.0,12.7
4001.67,Porsche,Macan,1996,350000,2.0,140,diesel,manual,front,grey,Frankfurt,dealer,5,1,no,fair,partial,base,1.5,5.2
28432.6,Porsche,Macan,2020,80131,1.4,90,petrol,automatic,rear,black,Stuttgart,dealer,4,2,no,good,partial,base,10.1,6.5
21581.13,BMW,3er,2023,41146,3.0,220,petrol,automatic,all,red,Cologne,dealer,4,2,no,excellent,none,m_sport,5.3,7.9
3070.53,Ford,Fiesta,2007,180243,3.0,210,diesel,manual,all,white,Dortmund,private,5,1,yes,good,full,sport,6.3,7.8
88652.16,Mercedes-Benz,EQS,2025,16023,1.5,100,petrol,automatic,rear,white,Hannover,dealer,4,4,no,excellent,full,sport,20.5,7.1
27227.97,BMW,X1,2024,28555,1.4,90,petrol,manual,all,grey,Duesseldorf,dealer,5,4,no,excellent,full,m_sport,18.9,6.6
4769.03,Volkswagen,Passat CC,2009,135744,3.0,210,diesel,manual,front,blue,Duesseldorf,dealer,5,6,yes,fair,full,sport,5.5,6.6
9681.24,Volkswagen,Tiguan R-Line,2010,168927,3.0,210,diesel,manual,front,silver,Stuttgart,private,4,1,no,good,partial,base,0.0,6.8
5008.3,Opel,Insignia,2015,223417,3.0,220,petrol,automatic,all,white,Muenster,dealer,5,3,no,fair,full,base,7.7,9.3
33985.26,Skoda,Enyaq,2025,14686,0.0,200,electric,manual,all,red,Dortmund,dealer,5,3,no,excellent,full,base,4.6,19.0
4560.88,Opel,Corsa,2019,169499,3.0,220,petrol,manual,front,grey,Dresden,dealer,5,1,no,good,full,sport,10.8,9.3
10864.85,Seat,Leon,2023,103955,3.0,210,diesel,automatic,rear,black,Munich,dealer,4,2,no,good,full,base,9.0,8.5
69516.17,Mercedes-Benz,SLK,2025,26282,3.0,210,hybrid,automatic,all,white,Munich,dealer,4,1,no,excellent,full,amg,14.3,5.5
92753.93,Porsche,Taycan,2023,40953,1.4,90,petrol,automatic,front,green,Hamburg,private,5,1,no,excellent,full,s_line,11.5,6.1
58490.08,BMW,6er,2024,16105,2.5,180,hybrid,automatic,front,red,Berlin,private,5,5,no,excellent,full,m_sport,10.3,5.1
5233.48,Audi,A5,2015,147541,2.0,180,petrol,automatic,all,grey,Duesseldorf,private,5,4,no,good,partial,base,9.5,8.4
10498.14,Volkswagen,Passat,2015,154203,3.0,210,diesel,automatic,front,grey,Duesseldorf,dealer,4,1,no,good,partial,base,4.3,8.3
12629.66,Ford,Focus,2023,63370,0.0,200,electric,automatic,all,silver,Bremen,dealer,4,2,yes,good,full,base,11.3,18.1
5087.5,Ford,Mustang,2005,254455,3.0,210,diesel,automatic,front,grey,Duesseldorf,private,3,4,yes,fair,none,sport,8.8,6.9
2275.45,Audi,A3,2011,217059,2.0,110,diesel,manual,front,black,Berlin,dealer,5,1,no,fair,none,base,5.5,5.1
15389.8,Porsche,Cayenne,2012,225207,2.0,140,diesel,automatic,all,white,Berlin,dealer,4,1,no,fair,partial,sport,9.1,5.6
13956.23,Opel,Mokka,2023,42267,3.0,210,hybrid,manual,rear,green,Bonn,dealer,4,1,no,excellent,full,sport,10.5,5.8
13336.46,Skoda,Superb,2022,63179,1.6,90,diesel,manual,rear,white,Cologne,dealer,5,1,no,excellent,full,sport,2.6,4.4
20556.34,Ford,S-Max,2024,30270,2.0,110,diesel,automatic,rear,white,Muenster,dealer,5,4,no,excellent,full,base,13.2,4.3
15271.07,Volkswagen,T-Roc,2022,42633,3.0,210,diesel,automatic,front,white,Duesseldorf,private,5,2,no,excellent,full,base,10.3,7.0
30515.75,Porsche,Taycan,2017,117410,1.2,70,petrol,automatic,all,black,Berlin,private,4,6,no,good,partial,sport,9.9,5.9
22907.56,Audi,Q8,2019,80955,3.0,180,diesel,manual,all,white,Dortmund,dealer,4,5,no,excellent,full,base,13.9,6.0
